Type,Key,Summary,Resolution Date,Open,Investigation,Ready for Refinement,Reopened,On Hold,To Do,Backlog,ON-HOLD testing,In Testing,Refined,In Development,Ready for test,Blocked,Selected for Development,In Progress,Waiting for acceptance,Done,Abandoned
,PAYME-715,[Dev] [payment-services] Implement scheduled pod restart,5/7/24,102.10h,0.00h,,,,66.85h,141.45h,1.78h,123.82h,,,17324.80h,,,,,,
Production bug,PAYME-677,[FP] Debtor agent address is filled with additional spaces in DB,4/19/24,0.00h,1.92h,,,,18.18h,76.67h,0.10h,0.00h,,,17757.82h,,,,,,
Production bug,PAYME-743,STAR user can't authorize international payment if beneficiary's bank name is not filled in,5/30/24,0.00h,1008.25h,,,,0.00h,138.02h,3.15h,0.60h,,,16773.68h,,,,,,
Production bug,PAYME-675,[FP] application is crashing when DebtorAgent had only BIC in the message and no PostalAddress,4/12/24,0.00h,0.62h,,,,0.98h,3.78h,0.00h,0.27h,,,17924.62h,,,,,,
,PAYME-816,[iBank] Mass payment signatures being overwritten by multiple signers,9/4/24,0.00h,767.52h,113.10h,,,1723.18h,764.33h,126.15h,10.65h,,,14443.70h,,,,,,
,PAYME-674,[casc] Jenkins job to change replica count of application,4/15/24,0.00h,0.00h,,,,0.00h,91.72h,0.00h,0.00h,,,17857.70h,,,,,,
Production bug,PAYME-806,[ISO Exchange] Incoming payments got lost due to ISO Exchange pod restart,7/10/24,0.00h,1524.80h,139.45h,29.15h,,0.00h,26.05h,476.42h,147.78h,,,15768.17h,,,,,,
,PAYME-668,[SEPA-EXCHANGE] Create and integrate new Screening Module [Rules+NONSTP],4/15/24,0.03h,0.00h,,,,0.00h,,0.00h,266.48h,,,17851.73h,,,,,,
Production bug,PAYME-1136,"[EPE, payment-services] nested exception is java.sql.SQLException: ORA-00054: resource busy and acquire with NOWAIT",4/11/25,42.80h,8902.40h,,,,0.00h,27.30h,0.57h,0.00h,,,9190.78h,,,,,,
,PAYME-664,[CORE DB] Returns are added to wrong queue,4/10/24,1.70h,0.00h,,27.33h,,0.00h,27.52h,136.12h,5.32h,,,17972.05h,,,,,,
Production bug,PAYME-666,Report 'Incoming SCT Inst. payments with incomplete payers data' is incorrect after SEPA RB changes,5/3/24,1.38h,316.45h,,21.67h,,260.50h,142.53h,1.15h,27.85h,,,17421.10h,,,,,,
Production bug,PAYME-665,[ISO Exchange] Incoming pacs.008 from RTGS is not written into DB,4/10/24,0.00h,138.28h,,,,0.00h,25.17h,119.28h,23.13h,,,17977.43h,,,,,,
Production bug,PAYME-1029,STAR - Authorize FPO - Unable to authorize special case,2/25/25,0.00h,7841.92h,22.58h,1.22h,,0.00h,72.17h,0.65h,74.78h,,,10271.82h,,,,,,
,PAYME-712,FP - Catch incoming payment from unknown country,5/16/24,0.00h,76.15h,44.48h,665.08h,,95.82h,167.67h,165.00h,102.83h,,,17109.45h,,,,,,
,PAYME-661,[FP] Crash while saving Outgoing payment order,3/25/24,0.00h,0.00h,,,,0.00h,0.00h,77.58h,0.43h,,,18353.85h,,,,,,
Production bug,PAYME-678,[ISO-exchange] Incoming pacs.004 is not related to original message when received via another service,4/18/24,0.00h,597.47h,,,,1.12h,16.90h,49.88h,5.43h,,,17779.65h,,,,,,
,PAYME-659,"[CORE DB, ISOX DB] Backup Restore testing for International Payments Baltics",6/13/24,2.20h,547.70h,,,,1490.28h,0.00h,0.00h,0.00h,,,16438.43h,,,,,,
Production bug,PAYME-658,SEPA cross-border payments are not processed in Proswith/TPS due to national symbols,3/20/24,0.00h,2.95h,,,,0.00h,2.62h,15.08h,7.15h,,,18475.90h,,,,,,
,PAYME-895,[testing] Outgoing CBPR+ pacs.008/pacs.009COV - Creditor Agent unstructured address mapping,11/5/24,0.00h,712.77h,,,,4057.28h,,507.77h,288.50h,,,12954.72h,,,,,,
,PAYME-656,[FP] Sometimes incoming ISO returns store agent data in old structures,3/29/24,73.52h,0.62h,,,,19.07h,73.80h,124.97h,43.78h,,,18262.13h,,,,,,
,PAYME-652,[SEPA EXCHANGE] Create and integrate new Screening Module [Rules+NONSTP],4/3/24,0.00h,0.00h,,,,0.00h,,0.13h,485.32h,,,18138.25h,,,,,,
,PAYME-653,[Payment Services] Use risk screening holder channels and status in payments events service,3/28/24,2.50h,21.47h,70.40h,,,0.30h,21.13h,124.37h,119.38h,,,18288.97h,,,,,,
Production bug,PAYME-644,Monitoring application fails to send alerts from SQL monitoring,3/7/24,0.00h,0.03h,,,,0.00h,3.13h,0.00h,0.00h,,,18789.75h,,,,,,
,PAYME-643,[FP]: update payment events leftovers,9/13/24,4383.83h,0.00h,,,,23.27h,73.23h,3.02h,92.30h,,,14233.62h,,,,,,
Production bug,PAYME-810,Einvoice import: The bank BIC is not linked to the account,10/17/24,0.75h,2438.57h,265.65h,700.88h,,50.57h,260.47h,284.50h,201.88h,,,14561.13h,,,,,,
,PAYME-646,DB: create script to update currency conversion value for existing MT101 agreements,3/22/24,54.97h,260.82h,,,,90.92h,0.00h,3.17h,3.10h,,,18426.72h,,,,,,
,PAYME-837,Incoming payment fee - counterparty country indicator,10/29/24,0.00h,4600.47h,,215.03h,,485.75h,161.52h,0.97h,196.35h,,,13125.60h,,,,,,
Production bug,PAYME-812,iBank - pain.001 import - initiating party is not ignored,7/23/24,0.27h,3291.52h,,47.32h,,0.00h,22.67h,72.02h,23.33h,,,15476.62h,,,,,,
Production bug,PAYME-642,[FP] Employees username is not recorded in case of manual processing of ISO messages,3/13/24,0.00h,261.72h,,,,1.42h,45.05h,2.22h,3.53h,,,18644.32h,,,,,,
,PAYME-636,[DB] STAR: create MT101 in agreement with currency conversion not allowed,3/13/24,42.78h,74.85h,,,,47.27h,145.53h,1.88h,17.20h,,,18648.10h,,,,,,
Production bug,PAYME-635,[ISO-exchange] Vulnerabilities,4/11/24,0.00h,0.00h,66.48h,,,0.00h,644.70h,166.07h,154.15h,,,17950.32h,,,,,,
,PAYME-651,[DB] Additional grants for sepa-exchange,3/1/24,1.70h,0.00h,,,,0.00h,0.35h,0.98h,51.50h,,,18932.93h,,,,,,
Production bug,PAYME-634,[payment-monitor] Vulnerabilities,3/1/24,0.05h,0.00h,24.15h,,,0.00h,20.62h,0.00h,21.15h,,,18936.60h,,,,,,
,PAYME-630,[ISO-exchange] Remove metrics sending to influx db,2/26/24,0.00h,0.00h,,0.00h,,0.00h,67.85h,0.00h,0.00h,,,19032.58h,,,,,,
,PAYME-639,[DB] Additional grants for sepa-exchange,2/27/24,1.70h,0.00h,,,,0.00h,65.35h,26.07h,0.05h,,,19007.67h,,,,,,
,PAYME-638,[DB] new holder channel SPR and status descriptions,2/27/24,0.00h,0.00h,,,,25.07h,20.18h,144.05h,1.07h,,,19007.78h,,,,,,
,PAYME-682,(TEST) Send ST_UPDATE for recall or claim non-receipt related to legacy payment,9/13/24,0.15h,2608.82h,,,,2040.68h,,403.12h,30.43h,,,14231.37h,,,,,,
,PAYME-691,(Forms) Process incoming REC_REFUSE related to legacy payment,8/23/24,0.68h,2273.10h,,0.00h,,2231.58h,7.22h,16.85h,53.18h,,,14732.77h,,,,,,
,PAYME-683,(Forms) Send CL_RECEIPT for legacy payment,9/10/24,19.00h,2613.65h,17.42h,,,1898.78h,70.18h,334.97h,11.53h,,,14300.65h,,,,,,
,PAYME-694,"(Forms) Send CL_VD_RJCT, CL_NR_RJCT, CL_NR_ACCP answers related to legacy payment",9/20/24,18.75h,2614.28h,335.42h,,,1967.52h,4.48h,48.80h,216.85h,,,14060.45h,,,,,,
,PAYME-680,(Forms) Send REC_REFUSE for recall related to legacy payment,8/23/24,18.75h,2278.32h,,,,1432.30h,846.85h,0.12h,30.40h,,,14731.97h,,,,,,
,PAYME-695,(Forms) Process incoming RECALL related to legacy payment,5/29/24,19.18h,1612.05h,,,,545.12h,144.63h,72.60h,126.30h,,,16795.38h,,,,,,
,PAYME-684,(Forms) Send RECALL for legacy outgoing payment,6/26/24,19.80h,1612.27h,,,,690.10h,72.28h,361.65h,437.33h,,,16122.55h,,,,,,
,PAYME-625,[bca-reports] Filebarn changes,3/25/24,0.02h,0.02h,313.63h,,,25.37h,310.77h,136.40h,172.77h,,,18357.77h,,,,,,
,PAYME-688,(Forms) Show details of DP case related to legacy payment,9/20/24,21.08h,2614.67h,164.02h,,,943.97h,1057.75h,119.58h,336.07h,,,14060.23h,,,,,,
,PAYME-692,(Forms) Show legacy payment details,7/18/24,27.13h,1442.05h,133.13h,164.40h,,363.12h,1084.95h,278.50h,228.22h,,,15596.22h,,,,,,
,PAYME-689,(Forms) Enable searching legacy messages,5/29/24,48.15h,1606.53h,,,,137.27h,225.75h,357.60h,162.00h,,,16801.47h,,,,,,
,PAYME-623,[epe] Update filebarn url,2/19/24,0.00h,0.00h,,,,0.00h,43.37h,119.87h,5.73h,,,19195.48h,,,,,,
Production bug,PAYME-641,[iBank] here are incorrect data on the e-invoice standing order agreement (SOA) in case customer name contains national letters,4/11/24,0.13h,577.00h,,,,410.90h,304.37h,168.17h,23.92h,,,17953.48h,,,,,,
Production bug,PAYME-612,Iso-exchange failing on startup due to atomikos log file locking,2/8/24,0.02h,0.00h,,,,0.00h,73.22h,0.00h,0.00h,,,19457.45h,,,,,,
,PAYME-611,[FT] Introduce manual handling of payments stopped due to screening hits,3/28/24,0.03h,0.00h,665.92h,,,30.32h,430.42h,1.88h,190.70h,,,18281.98h,,,,,,
Production bug,PAYME-610,[CORE DB] incorrect DOK_VIIDE for return transaction,3/5/24,1.07h,71.03h,,,,361.53h,328.93h,0.87h,5.95h,,,18834.10h,,,,,,
Production bug,PAYME-608,[CORE DB] Ledgers (return charges) issue,2/21/24,0.20h,72.12h,,,,214.17h,147.60h,16.95h,5.67h,,,19147.08h,,,,,,
,PAYME-647,[SEPA-Exchange] Create and integrate new Screening Module [Rules],3/15/24,502.53h,0.40h,,,,124.27h,339.43h,40.15h,26.70h,,,18598.53h,,,,,,
Production bug,PAYME-588,ISOExchange messages logs are missing on Openshift,2/5/24,0.00h,92.65h,,,,0.00h,4.65h,67.80h,0.00h,,,19536.15h,,,,,,
,PAYME-565,"[ibank, epe] [prod] Configure application to use openshift-iso-exchange",1/30/24,0.00h,0.00h,,,,0.00h,24.73h,0.00h,0.00h,,,19680.10h,,,,,,
,PAYME-563,[CORE DB] Replace not-allowed characters in cross-border camt.027 (CL_RECEIPT),2/14/24,0.00h,41.72h,,,,430.78h,1.53h,2.92h,45.32h,,,19320.03h,,,,,,
,PAYME-562,[CORE DB] Replace not-allowed characters in cross-border camt.029 (REC_REFUSE),2/15/24,0.02h,41.87h,,,,101.15h,380.13h,4.22h,24.55h,,,19290.53h,,,,,,
,PAYME-561,[CORE DB] Replace not-allowed characters in cross-border camt.056 (RECALL),2/6/24,0.37h,42.00h,,,,1.25h,96.82h,165.73h,27.15h,,,19509.65h,,,,,,
,PAYME-850,Create Correspondent Accounts API endpoint core-correspondent-accounts/transactions,12/11/24,5548.60h,688.85h,49.42h,,,1.48h,1078.20h,21.77h,386.53h,,,12091.65h,,,,,,
,PAYME-886,[iBank PB]: update international & domestic PDFs and agreement number in all ASICE files for standing orders,11/13/24,71.35h,6173.30h,0.08h,,,0.00h,714.90h,76.33h,73.78h,,,12762.60h,,,,,,
,PAYME-559,[ISO-exchange] Change mTLS config to disable it in webUI,1/24/24,0.00h,0.00h,25.07h,,,0.00h,27.17h,0.13h,0.70h,,,19819.80h,,,,,,
,PAYME-620,[TPH] Configurational items in SNAP,6/5/24,1920.05h,0.00h,,,,917.15h,,,,475.55h,,16630.55h,,,,,,
,PAYME-613,AOB WS WITH SE,2/23/24,838.38h,,,,,,,,,,,19104.98h,,,,,,
,PAYME-615,AOB WS with TE,2/23/24,838.38h,,,,,,,,,,,19104.98h,,,,,,
,PAYME-614,[TPH] JMS Setup,5/16/24,1439.38h,0.00h,,480.80h,,507.13h,,,,409.87h,,17106.22h,,,,,,
,PAYME-618,[TPH] Oracle DB set up,5/16/24,1919.85h,0.00h,,0.37h,,507.17h,,,,409.87h,,17106.22h,,,,,,
,PAYME-616,[TPH] Technical Config,5/9/24,1920.13h,0.00h,,,,237.52h,504.97h,0.00h,0.00h,,,17280.90h,,,,,,
,PAYME-619,Build automation pipeline set up,4/18/24,650.57h,0.02h,,,,0.00h,1514.48h,0.00h,0.00h,,,17778.48h,,,,,,
,PAYME-622,[TPH] SSO for TPH UI set up,6/5/24,1920.33h,0.00h,,,,742.52h,649.70h,0.00h,0.00h,,,16631.20h,,,,,,
,PAYME-621,[TPH] Loadbalancer F5 config and set up,6/5/24,1920.65h,0.00h,,,,1414.93h,1.28h,0.00h,0.00h,,,16631.20h,,,,,,
,PAYME-617,Namespaces creation for TPH,2/19/24,650.87h,0.00h,,,,0.00h,93.10h,0.00h,0.00h,,,19200.57h,,,,,,
,PAYME-686,(sepa-exchange) Process returned legacy outgoing payment,7/12/24,793.73h,1442.20h,46.37h,45.83h,,166.42h,356.93h,1119.40h,253.18h,,,15741.67h,,,,,,
,PAYME-826,[Smart form] In LV outgoing payment is allowed without Reference number to accounts where it is mandatory,9/24/24,0.05h,5176.43h,4.00h,0.02h,,0.00h,672.68h,95.38h,3.10h,,,14010.72h,,,,,,
,PAYME-824,[sepa-exchange] LV mandatory creditor reference validation missing for domestic incoming payments,9/5/24,19.95h,5009.02h,167.52h,47.52h,,0.00h,79.88h,161.18h,31.28h,,,14446.40h,,,,,,
Production bug,PAYME-558,[grafana] Errors in logs,1/22/24,0.00h,0.00h,,,,0.00h,114.22h,0.00h,0.00h,,,19872.98h,,,,,,
,PAYME-557,[FP] Show ISO_AGENTS from ARCH DB,2/15/24,0.03h,143.02h,70.65h,,,327.17h,123.40h,4.62h,46.27h,,,19295.77h,,,,,,
,PAYME-556,[CORE DB] Update ledger and transaction details for new incoming return op_id's,1/29/24,69.88h,74.88h,,,,2.15h,18.58h,143.15h,2.82h,,,19701.48h,,,,,,
,PAYME-631,[DB] Double authorization for Cancel payment & and reverse trans,3/7/24,0.02h,1007.88h,,,,145.68h,49.72h,21.80h,4.95h,,,18787.20h,,,,,,
Production bug,PAYME-554,[payment-monitor] Lots of warnings in logs,1/18/24,0.00h,0.00h,,,,0.00h,45.67h,28.75h,0.20h,,,19965.62h,,,,,,
,PAYME-690,[Forms] Return legacy incoming payment,7/22/24,938.63h,1776.98h,93.82h,45.83h,,834.97h,312.48h,312.43h,296.68h,,,15498.80h,,,,,,
,PAYME-552,Wrong label is displayed for payment from List of payments,1/17/24,0.00h,16.50h,,,,0.00h,6.10h,72.83h,46.78h,,,19987.00h,,,,,,
,PAYME-551,"Change the functionality behind 'To customer account', 'Making return', 'Making repeal', 'Crediting to ledger'",2/2/24,22.38h,0.00h,,,,329.75h,78.68h,19.93h,78.68h,,,19601.37h,,,,,,
,PAYME-550,Add possibility to provide the reason of cancellation on the payment repeal form,2/2/24,22.68h,0.00h,,,,309.70h,6.53h,14.93h,170.93h,,,19606.32h,,,,,,
,PAYME-549,Create new form for reviewing results of risk screening and managing outgoing payments,2/2/24,22.73h,0.00h,,,,267.67h,41.15h,22.35h,170.05h,,,19607.20h,,,,,,
,PAYME-548,Create new form for reviewing results of risk screening and managing incoming payments,1/23/24,1.42h,0.00h,,,,0.00h,262.95h,0.28h,18.13h,,,19848.40h,,,,,,
,PAYME-547,Modify existing incoming/outgoing payment form to show risk screening results,1/26/24,22.83h,0.02h,,,,241.65h,25.98h,63.52h,6.70h,,,19770.57h,,,,,,
,PAYME-546,Create new form for viewing results of risk screening,2/2/24,22.88h,0.00h,,,,143.27h,100.18h,87.73h,170.82h,,,19606.45h,,,,,,
,PAYME-545,Create new table for payments comments,1/30/24,22.90h,0.00h,,,,92.78h,317.72h,17.85h,2.18h,,,19677.93h,,,,,,
,PAYME-543,Create new menu 'Risk screening',1/22/24,45.40h,0.00h,,,,170.40h,1.85h,66.73h,0.33h,,,19869.15h,,,,,,
Production bug,PAYME-542,[ibank]Open Payments from archive error,1/12/24,0.00h,0.00h,,,,0.00h,,27.20h,46.32h,,,20107.20h,,,,,,
,PAYME-541,[CORE DB] Payments missing from LV Central Bank report NAMP,,0.00h,338.40h,,,,17829.47h,2014.45h,,,,,,,,,,,
,PAYME-538,Deploy monitoring stack with helm charts,1/12/24,0.00h,0.02h,,,,0.00h,190.00h,0.00h,0.03h,,,20110.70h,,,,,,
,PAYME-535,Renew Rancher [PROD] iso-exchange application certificates,1/3/24,0.00h,0.00h,,,,0.60h,,2.80h,0.12h,,,20321.70h,,,,,,
Production bug,PAYME-534,[ibank] show incorrect status when sending to offline,1/26/24,0.50h,122.78h,,0.00h,,0.00h,263.80h,163.75h,2.97h,,,19774.27h,,,,,,
Production bug,PAYME-533,incorrect balance in /private/d2d/payments2/rates/currencyExchange,1/8/24,139.33h,0.00h,,,27.98h,0.00h,24.33h,1.40h,73.88h,,,20202.28h,,,,,,
,PAYME-596,[CORE DB]: update payment events,3/18/24,763.07h,934.42h,,,,0.00h,127.97h,189.47h,94.58h,,,18525.10h,,,,,,
,PAYME-539,[FP] Agents and Addresses are not shown for archived payments,1/19/24,0.03h,674.82h,,,,0.22h,24.92h,20.80h,49.70h,,,19940.40h,,,,,,
,PAYME-531,[ibank] [test] Configure application to use openshift-iso-exchange,12/19/23,0.00h,0.00h,,,,70.22h,1.43h,0.88h,19.75h,,,20687.53h,,,,,,
,PAYME-595,STAR: remove possibility to provide cover currency for MT101 payments,2/15/24,931.20h,340.07h,,,,170.32h,41.60h,29.37h,0.35h,,,19289.83h,,,,,,
,PAYME-532,Renew Rancher [GATE|TEST] iso-exchange application certificates,12/22/23,23.67h,0.00h,20.25h,0.00h,,0.00h,71.42h,23.50h,49.07h,,,20615.27h,,,,,,
,PAYME-537,Decommission sb-w668-payment-services namespace,1/12/24,501.43h,0.00h,,,,0.02h,193.52h,0.00h,0.00h,,,20110.70h,,,,,,
,PAYME-594,Update MT101 incoming SWIFT payment processor - remove currency conversion,3/7/24,1075.42h,339.97h,30.80h,,,210.78h,24.13h,402.92h,74.45h,,,18788.52h,,,,,,
,PAYME-593,Update MT101 payment order converter - do not store cover currency,2/29/24,1075.45h,339.78h,16.75h,,,96.67h,191.80h,197.48h,73.65h,,,18955.42h,,,,,,
Production bug,PAYME-526,[EPE] Value date not corrected for offline mass payments,12/13/23,0.00h,0.40h,,71.93h,,7.10h,0.00h,0.72h,42.95h,,,20826.08h,,,,,,
Production bug,PAYME-525,[FP] LVMKBatch LT fails to create incoming payments,12/12/23,0.02h,76.40h,,,,0.12h,19.57h,1.03h,0.93h,,,20854.50h,,,,,,
Production bug,PAYME-527,ibank user can't change defined foreign payment,12/19/23,0.83h,90.08h,93.93h,,,0.00h,46.63h,33.28h,22.53h,,,20684.77h,,,,,,
Production bug,PAYME-528,iBank Standing Orders layout - table issue,12/15/23,0.07h,120.03h,,,,0.00h,25.32h,64.33h,1.38h,,,20783.68h,,,,,,
Production bug,PAYME-523,[Ibank] mass payment signing error Attempt to use connection after it was closed,1/3/24,0.27h,0.00h,,337.20h,,0.32h,317.75h,3.90h,18.43h,,,20322.62h,,,,,,
Production bug,PAYME-522,[EPE] EPE slowness during debiting big mass payment files,12/22/23,0.00h,0.00h,,,,0.42h,412.77h,0.03h,0.03h,,,20611.22h,,,,,,
,PAYME-521,test,12/13/23,215.98h,0.00h,,,,0.00h,0.72h,,,,,20831.07h,,,,,,
Production bug,PAYME-520,iBank payment limit validation is sent to EPE. ERROR,1/9/24,0.07h,1.70h,19.78h,7.88h,,0.00h,102.98h,158.73h,124.37h,,,20634.02h,,,,,,
,PAYME-586,Drop connection form ISO-exchange to Filebarn,2/14/24,1746.87h,0.00h,,,,0.00h,4.57h,1.40h,43.05h,,,19320.05h,,,,,,
Production bug,PAYME-517,IBANK: Incoming international instant payment details are missing values if ID is Other ID,4/11/24,95.33h,167.62h,290.35h,,,1104.02h,1180.23h,140.98h,214.08h,,,17946.40h,,,,,,
,PAYME-516,IBANK: Wrong format for Other ID as ID type in Smart form,12/7/23,18.42h,0.00h,,,,0.00h,3.10h,4.20h,142.00h,,,20972.43h,,,,,,
Production bug,PAYME-514,[FP] Outgoing ISO message was duplicated due to missing response from ISOExchange API,1/17/24,197.23h,120.88h,2.00h,,,0.00h,119.63h,235.18h,2.28h,,,20487.70h,,,,,,
Production bug,PAYME-513,"EINVOICE: einvoice to other bank gets errorcode 7 , if seller name length is >70",12/12/23,20.47h,0.00h,,,,0.00h,1.05h,286.33h,2.73h,,,20854.80h,,,,,,
Production bug,PAYME-512,[FP] Log improvement for event adding failure,11/30/23,1.83h,1.88h,,,,0.00h,20.13h,4.75h,2.47h,,,21138.35h,,,,,,
Production bug,PAYME-553,[openshift payment-monitor] Failed to re-connect connection that expired because of maxAge,1/17/24,0.00h,1173.45h,,,,0.00h,48.12h,0.00h,0.05h,,,19994.52h,,,,,,
,PAYME-491,[ibank] Configure application to use openshift-iso-exchange,12/15/23,99.75h,0.00h,,,,381.52h,2.20h,19.17h,2.38h,,,20782.87h,,,,,,
,PAYME-490,[EPE] Configure application to use openshift-iso-exchange,12/18/23,70.80h,0.00h,22.45h,,,0.00h,341.92h,98.47h,45.77h,,,20708.50h,,,,,,
,PAYME-489,[Test] Perform testing of iso-exchange in the Openshift,1/29/24,982.67h,0.00h,,,,601.93h,,0.02h,0.02h,,,19703.32h,,,,,,
Production bug,PAYME-483,[FP] Transactions in Own transfers can't be done to RTGS and EURO1 accounts,11/24/23,0.47h,15.85h,,,,0.00h,0.90h,0.18h,1.27h,,,21287.33h,,,,,,
,PAYME-505,[CORE DB] Debit repeal fee for x-border payment,1/29/24,0.12h,412.47h,,21.45h,,906.30h,103.60h,46.65h,118.28h,,,19700.47h,,,,,,
,PAYME-481,Test Story ePay 3,11/26/23,98.73h,,,,,,,,,,,21232.35h,,,,,,
,PAYME-482,[CORE DB] payment to the belarusian bank is not stopped by cut off rules,11/24/23,0.00h,18.58h,,,,0.67h,6.25h,19.58h,0.70h,,,21285.57h,,,,,,
,PAYME-540,[Ibank] Labels missing in grouped payments notifications for instant payments error codes,1/17/24,0.00h,1121.65h,,,,0.00h,31.10h,0.78h,186.03h,,,19991.80h,,,,,,
,PAYME-570,"STEP2, domestic: send and receive camt.029.001.09",2/6/24,0.00h,1849.48h,,,,0.00h,,0.00h,0.88h,,,19508.65h,,,,,,
,PAYME-568,"STEP2, domestic: send and receive pacs.028.001.03",2/6/24,0.00h,1846.53h,,,,0.00h,,0.00h,4.32h,,,19508.22h,,,,,,
,PAYME-580,"STEP2, domestic: send and receive pacs.008.01.08 (fee payment)",2/7/24,0.00h,1850.50h,,,,0.00h,,0.00h,19.37h,,,19489.27h,,,,,,
,PAYME-579,"STEP2, domestic: receive camt.087.001.06",2/6/24,0.00h,1849.52h,,,,0.00h,,0.00h,0.02h,,,19509.60h,,,,,,
,PAYME-575,"STEP2, domestic: send and receive camt.027.001.07",2/6/24,0.00h,1828.57h,,,,0.00h,,0.00h,22.28h,,,19508.32h,,,,,,
,PAYME-574,"STEP2, domestic: send and receive pacs.028.001.03",2/6/24,0.00h,1846.63h,,,,0.00h,,0.00h,3.68h,,,19508.87h,,,,,,
,PAYME-571,"STEP2, foreign: send and receive camt.029.001.09",2/7/24,0.02h,1850.72h,,,,0.00h,,0.00h,23.58h,,,19484.93h,,,,,,
,PAYME-573,"STEP2, domestic: send and receive camt.029.001.09",2/7/24,0.00h,1850.47h,,,,0.00h,,0.00h,23.55h,,,19485.25h,,,,,,
,PAYME-567,"STEP2, foreign: send and receive pacs.004.001.09",2/7/24,0.00h,1847.45h,,,,0.00h,,0.00h,21.72h,,,19490.13h,,,,,,
,PAYME-576,"STEP2, domestic: send and receive pacs.004.001.09",2/6/24,0.08h,1847.20h,,,,0.00h,,0.00h,4.17h,,,19507.87h,,,,,,
,PAYME-572,"STEP2, foreign: send and receive camt.056.001.08",2/6/24,0.12h,1828.58h,,,,0.00h,,0.00h,22.27h,,,19508.38h,,,,,,
,PAYME-569,"STEP2, domestic: send and receive camt.056.001.08",2/6/24,0.15h,1828.48h,,,,0.00h,,0.00h,22.22h,,,19508.53h,,,,,,
,PAYME-578,"STEP2, foreign: send and receive pacs.008.01.08",2/6/24,0.17h,1822.92h,,,,0.00h,,0.00h,27.77h,,,19508.55h,,,,,,
,PAYME-577,"STEP2, domestic: send and receive pacs.008.01.08",2/6/24,0.20h,1822.93h,,,,0.00h,,0.00h,27.97h,,,19508.32h,,,,,,
,PAYME-496,[FT] Introduce manual handling of payments stopped due to screening hits,2/2/24,1229.22h,0.00h,,,,430.53h,19.50h,73.88h,5.17h,,,19601.27h,,,,,,
,PAYME-495,[DB] New table for maintaining screening hits,1/4/24,315.22h,168.85h,,,,41.98h,512.22h,15.92h,5.10h,,,20300.32h,,,,,,
,PAYME-637,[SEPA-Exchange] Create and integrate new Screening Module [NONSTP],3/15/24,1947.97h,20.57h,,,,140.13h,198.22h,253.95h,152.33h,,,18598.55h,,,,,,
,PAYME-493,[FP] Adjust payment processing flow to use new rules sets for warnings,1/17/24,481.58h,2.30h,22.93h,,,590.50h,161.48h,26.97h,83.87h,,,19990.15h,,,,,,
,PAYME-497,[CORE DB] Extract payment processing rules into separate rules sets,2/14/24,1396.53h,121.78h,,,,548.98h,0.00h,1.72h,0.27h,,,19314.60h,,,,,,
,PAYME-587,Filebarn on Andromeda - adaption for E-invoices,3/27/24,1823.30h,0.00h,390.30h,0.00h,,78.20h,6.73h,689.13h,64.82h,,,18307.58h,,,,,,
,PAYME-585,Filebarn on Andromeda - adaption for Payments,3/27/24,1921.18h,0.00h,,,,124.93h,1051.90h,0.00h,0.00h,,,18310.13h,,,,,,
,PAYME-465,[ISOX DB] Manual import MSG_XML data from temporary table,11/27/23,0.10h,0.00h,,0.00h,,256.18h,,0.00h,0.00h,,,21217.35h,,,,,,
